Postal Code,Date,Sentiment,Year
80113,6/30/2020,Positive,2020
80114,6/30/2020,Positive,2020
80115,6/30/2020,Negative,2020
80116,6/30/2020,Neutral,2020
80117,6/30/2020,Positive,2020
80118,6/30/2020,Negative,2020
80119,6/30/2020,Negative,2020
80120,6/30/2020,Positive,2020
80121,6/30/2020,Positive,2020
80122,6/30/2020,Positive,2020
80123,6/30/2020,Positive,2020
80124,6/30/2020,Negative,2020
80125,6/30/2020,Neutral,2020
80126,6/30/2020,Negative,2020
80127,6/30/2020,Positive,2020
80128,6/30/2020,Negative,2020
80129,6/30/2020,Positive,2020
80130,6/30/2020,Positive,2020
80131,6/30/2020,Positive,2020
80132,6/30/2020,Positive,2020
80133,6/30/2020,Negative,2020
80134,6/30/2020,Positive,2020
80135,6/30/2020,Negative,2020
80136,6/30/2020,Positive,2020
80137,6/30/2020,Positive,2020
80138,6/30/2020,Neutral,2020
80139,6/30/2020,Positive,2020
80140,6/30/2020,Negative,2020
80141,6/30/2020,Positive,2020
80142,6/30/2020,Positive,2020
80143,6/30/2020,Positive,2020
80144,6/30/2020,Positive,2020
80145,6/30/2020,Positive,2020
80146,6/30/2020,Positive,2020
80147,6/30/2020,Negative,2020
80148,6/30/2020,Positive,2020
80149,6/30/2020,Neutral,2020
80150,6/30/2020,Negative,2020
80151,6/30/2020,Positive,2020
80152,6/30/2020,Positive,2020
80153,6/30/2020,Positive,2020
80154,6/30/2020,Negative,2020
80155,6/30/2020,Negative,2020
80156,6/30/2020,Neutral,2020
80157,6/30/2020,Neutral,2020
80158,6/30/2020,Positive,2020
80159,6/30/2020,Negative,2020
80160,6/30/2020,Neutral,2020
80161,6/30/2020,Negative,2020
80162,6/30/2020,Negative,2020
80163,6/30/2020,Positive,2020
80164,6/30/2020,Positive,2020
80165,6/30/2020,Negative,2020
80166,6/30/2020,Positive,2020
80167,6/30/2020,Positive,2020
80168,6/30/2020,Positive,2020
80169,6/30/2020,Positive,2020
80170,6/30/2020,Negative,2020
80171,6/30/2020,Neutral,2020
80172,6/30/2020,Positive,2020
80173,6/30/2020,Positive,2020
80174,6/30/2020,Positive,2020
80175,6/30/2020,Negative,2020
80176,6/30/2020,Positive,2020
80177,6/30/2020,Negative,2020
80178,6/30/2020,Negative,2020
80179,6/30/2020,Positive,2020
80180,6/30/2020,Neutral,2020
80181,6/30/2020,Neutral,2020
80182,6/30/2020,Negative,2020
80183,6/30/2020,Positive,2020
80184,6/30/2020,Positive,2020
80185,6/30/2020,Negative,2020
80186,6/30/2020,Negative,2020
80187,6/30/2020,Positive,2020
80188,6/30/2020,Neutral,2020
80189,6/30/2020,Positive,2020
80190,6/30/2020,Neutral,2020
80191,6/30/2020,Positive,2020
80192,6/30/2020,Positive,2020
80193,6/30/2020,Negative,2020
80194,6/30/2020,Positive,2020
80195,6/30/2020,Neutral,2020
80196,6/30/2020,Positive,2020
80197,6/30/2020,Neutral,2020
80198,6/30/2020,Neutral,2020
80199,6/30/2020,Positive,2020
81001,6/30/2020,Positive,2020
81002,6/30/2020,Positive,2020
81003,6/30/2020,Neutral,2020
81004,6/30/2020,Negative,2020
81005,6/30/2020,Positive,2020
81006,6/30/2020,Negative,2020
81007,6/30/2020,Neutral,2020
81008,6/30/2020,Negative,2020
81009,6/30/2020,Neutral,2020
81010,6/30/2020,Neutral,2020
81011,6/30/2020,Neutral,2020
81012,6/30/2020,Neutral,2020
81013,6/30/2020,Negative,2020
81014,6/30/2020,Positive,2020
81015,6/30/2020,Positive,2020
81016,6/30/2020,Negative,2020
81017,6/30/2020,Positive,2020
81018,6/30/2020,Neutral,2020
81019,6/30/2020,Positive,2020
81020,6/30/2020,Positive,2020
81021,6/30/2020,Neutral,2020
81022,6/30/2020,Positive,2020
81023,6/30/2020,Neutral,2020
81024,6/30/2020,Positive,2020
81025,6/30/2020,Neutral,2020
81026,6/30/2020,Positive,2020
81027,6/30/2020,Positive,2020
81028,6/30/2020,Negative,2020
81029,6/30/2020,Positive,2020
81030,6/30/2020,Positive,2020
81031,6/30/2020,Neutral,2020
81032,6/30/2020,Neutral,2020
81033,6/30/2020,Negative,2020
81034,6/30/2020,Positive,2020
81035,6/30/2020,Positive,2020
81036,6/30/2020,Positive,2020
81037,6/30/2020,Positive,2020
81038,6/30/2020,Positive,2020
81039,6/30/2020,Positive,2020
81040,6/30/2020,Neutral,2020
81041,6/30/2020,Positive,2020
81042,6/30/2020,Neutral,2020
81043,6/30/2020,Positive,2020
81044,6/30/2020,Neutral,2020
81045,6/30/2020,Neutral,2020
81046,6/30/2020,Negative,2020
81047,6/30/2020,Negative,2020
81048,6/30/2020,Positive,2020
81049,6/30/2020,Negative,2020
80101,7/31/2020,Negative,2020
80102,7/31/2020,Positive,2020
80103,7/31/2020,Positive,2020
80104,7/31/2020,Positive,2020
80105,7/31/2020,Neutral,2020
80106,7/31/2020,Positive,2020
80107,7/31/2020,Neutral,2020
80108,7/31/2020,Negative,2020
80109,7/31/2020,Positive,2020
80110,7/31/2020,Positive,2020
80111,7/31/2020,Positive,2020
80112,7/31/2020,Negative,2020
80113,7/31/2020,Positive,2020
80114,7/31/2020,Negative,2020
80115,7/31/2020,Positive,2020
80116,7/31/2020,Negative,2020
80117,7/31/2020,Positive,2020
80118,7/31/2020,Neutral,2020
80119,7/31/2020,Positive,2020
80120,7/31/2020,Neutral,2020
80121,7/31/2020,Positive,2020
80122,7/31/2020,Positive,2020
80123,7/31/2020,Neutral,2020
80124,7/31/2020,Positive,2020
80125,7/31/2020,Neutral,2020
80126,7/31/2020,Neutral,2020
80127,7/31/2020,Negative,2020
80128,7/31/2020,Neutral,2020
80129,7/31/2020,Positive,2020
80130,7/31/2020,Positive,2020
80131,7/31/2020,Positive,2020
80132,7/31/2020,Positive,2020
80133,7/31/2020,Neutral,2020
80134,7/31/2020,Positive,2020
80135,7/31/2020,Neutral,2020
80136,7/31/2020,Positive,2020
80137,7/31/2020,Negative,2020
80138,7/31/2020,Positive,2020
80139,7/31/2020,Positive,2020
80140,7/31/2020,Positive,2020
80141,7/31/2020,Positive,2020
80142,7/31/2020,Positive,2020
80143,7/31/2020,Positive,2020
80144,7/31/2020,Neutral,2020
80145,7/31/2020,Positive,2020
80146,7/31/2020,Negative,2020
80147,7/31/2020,Positive,2020
80148,7/31/2020,Positive,2020
80149,7/31/2020,Positive,2020
80150,7/31/2020,Negative,2020
80151,7/31/2020,Negative,2020
80152,7/31/2020,Positive,2020
80153,7/31/2020,Positive,2020
80154,7/31/2020,Neutral,2020
80155,7/31/2020,Neutral,2020
80156,7/31/2020,Positive,2020
80157,7/31/2020,Positive,2020
80158,7/31/2020,Positive,2020
80159,7/31/2020,Positive,2020
80160,7/31/2020,Negative,2020
80161,7/31/2020,Negative,2020
80162,7/31/2020,Positive,2020
80163,7/31/2020,Negative,2020
80164,7/31/2020,Neutral,2020
80165,7/31/2020,Neutral,2020
80166,7/31/2020,Negative,2020
80167,7/31/2020,Neutral,2020
80168,7/31/2020,Negative,2020
80169,7/31/2020,Positive,2020
80170,7/31/2020,Negative,2020
80171,7/31/2020,Positive,2020
80172,7/31/2020,Negative,2020
80173,7/31/2020,Neutral,2020
80174,7/31/2020,Positive,2020
80175,7/31/2020,Positive,2020
80176,7/31/2020,Positive,2020
80177,7/31/2020,Positive,2020
80178,7/31/2020,Positive,2020
80179,7/31/2020,Neutral,2020
80180,7/31/2020,Negative,2020
80181,7/31/2020,Neutral,2020
80182,7/31/2020,Negative,2020
80183,7/31/2020,Positive,2020
80184,7/31/2020,Neutral,2020
80185,7/31/2020,Neutral,2020
80186,7/31/2020,Positive,2020
80187,7/31/2020,Negative,2020
80188,7/31/2020,Positive,2020
80189,7/31/2020,Negative,2020
80190,7/31/2020,Positive,2020
80191,7/31/2020,Positive,2020
80192,7/31/2020,Positive,2020
80193,7/31/2020,Positive,2020
80194,7/31/2020,Positive,2020
80195,7/31/2020,Positive,2020
80196,7/31/2020,Positive,2020
80197,7/31/2020,Positive,2020
80198,7/31/2020,Positive,2020
80199,7/31/2020,Positive,2020
81001,7/31/2020,Negative,2020
81002,7/31/2020,Negative,2020
81003,7/31/2020,Positive,2020
81004,7/31/2020,Positive,2020
81005,7/31/2020,Positive,2020
81006,7/31/2020,Positive,2020
81007,7/31/2020,Positive,2020
81008,7/31/2020,Negative,2020
81009,7/31/2020,Positive,2020
81010,7/31/2020,Negative,2020
81011,7/31/2020,Negative,2020
81012,7/31/2020,Neutral,2020
81013,7/31/2020,Neutral,2020
81014,7/31/2020,Positive,2020
81015,7/31/2020,Positive,2020
81016,7/31/2020,Positive,2020
81017,7/31/2020,Positive,2020
81018,7/31/2020,Positive,2020
81019,7/31/2020,Negative,2020
81020,7/31/2020,Positive,2020
81021,7/31/2020,Neutral,2020
81022,7/31/2020,Positive,2020
81023,7/31/2020,Positive,2020
81024,7/31/2020,Positive,2020
81025,7/31/2020,Positive,2020
81026,7/31/2020,Negative,2020
81027,7/31/2020,Positive,2020
81028,7/31/2020,Negative,2020
81029,7/31/2020,Negative,2020
81030,7/31/2020,Positive,2020
81031,7/31/2020,Negative,2020
81032,7/31/2020,Positive,2020
81033,7/31/2020,Positive,2020
81034,7/31/2020,Negative,2020
81035,7/31/2020,Neutral,2020
81036,7/31/2020,Positive,2020
81037,7/31/2020,Positive,2020
81038,7/31/2020,Positive,2020
81039,7/31/2020,Neutral,2020
81040,7/31/2020,Negative,2020
81041,7/31/2020,Negative,2020
81042,7/31/2020,Positive,2020
81043,7/31/2020,Positive,2020
81044,7/31/2020,Positive,2020
81045,7/31/2020,Negative,2020
81046,7/31/2020,Positive,2020
81047,7/31/2020,Positive,2020
81048,7/31/2020,Positive,2020
81049,7/31/2020,Neutral,2020
80101,8/31/2020,Negative,2020
80102,8/31/2020,Positive,2020
80103,8/31/2020,Positive,2020
80104,8/31/2020,Positive,2020
80105,8/31/2020,Negative,2020
80106,8/31/2020,Positive,2020
80107,8/31/2020,Negative,2020
80108,8/31/2020,Positive,2020
80109,8/31/2020,Positive,2020
80110,8/31/2020,Positive,2020
80111,8/31/2020,Positive,2020
80112,8/31/2020,Positive,2020
80113,8/31/2020,Neutral,2020
80114,8/31/2020,Positive,2020
80115,8/31/2020,Positive,2020
80116,8/31/2020,Negative,2020
80117,8/31/2020,Neutral,2020
80118,8/31/2020,Negative,2020
80119,8/31/2020,Positive,2020
80120,8/31/2020,Negative,2020
80121,8/31/2020,Neutral,2020
80122,8/31/2020,Positive,2020
80123,8/31/2020,Neutral,2020
80124,8/31/2020,Negative,2020
80125,8/31/2020,Positive,2020
80126,8/31/2020,Negative,2020
80127,8/31/2020,Neutral,2020
80128,8/31/2020,Positive,2020
80129,8/31/2020,Positive,2020
80130,8/31/2020,Negative,2020
80131,8/31/2020,Positive,2020
80132,8/31/2020,Positive,2020
80133,8/31/2020,Negative,2020
80134,8/31/2020,Positive,2020
80135,8/31/2020,Positive,2020
80136,8/31/2020,Positive,2020
80137,8/31/2020,Negative,2020
80138,8/31/2020,Positive,2020
80139,8/31/2020,Positive,2020
80140,8/31/2020,Negative,2020
80141,8/31/2020,Positive,2020
80142,8/31/2020,Positive,2020
80143,8/31/2020,Positive,2020
80144,8/31/2020,Positive,2020
80145,8/31/2020,Positive,2020
80146,8/31/2020,Negative,2020
80147,8/31/2020,Negative,2020
80148,8/31/2020,Negative,2020
80149,8/31/2020,Positive,2020
80150,8/31/2020,Positive,2020
80151,8/31/2020,Neutral,2020
80152,8/31/2020,Neutral,2020
80153,8/31/2020,Positive,2020
80154,8/31/2020,Neutral,2020
80155,8/31/2020,Neutral,2020
80156,8/31/2020,Positive,2020
80157,8/31/2020,Neutral,2020
80158,8/31/2020,Negative,2020
80159,8/31/2020,Positive,2020
80160,8/31/2020,Negative,2020
80161,8/31/2020,Negative,2020
80162,8/31/2020,Positive,2020
80163,8/31/2020,Positive,2020
80164,8/31/2020,Positive,2020
80165,8/31/2020,Positive,2020
80166,8/31/2020,Positive,2020
80167,8/31/2020,Negative,2020
80168,8/31/2020,Neutral,2020
80169,8/31/2020,Negative,2020
80170,8/31/2020,Neutral,2020
80171,8/31/2020,Positive,2020
80172,8/31/2020,Positive,2020
80173,8/31/2020,Positive,2020
80174,8/31/2020,Positive,2020
80175,8/31/2020,Neutral,2020
80176,8/31/2020,Positive,2020
80177,8/31/2020,Neutral,2020
80178,8/31/2020,Neutral,2020
80179,8/31/2020,Positive,2020
80180,8/31/2020,Positive,2020
80181,8/31/2020,Positive,2020
80182,8/31/2020,Positive,2020
80183,8/31/2020,Positive,2020
80184,8/31/2020,Positive,2020
80185,8/31/2020,Positive,2020
80186,8/31/2020,Positive,2020
80187,8/31/2020,Positive,2020
80188,8/31/2020,Positive,2020
80189,8/31/2020,Positive,2020
80190,8/31/2020,Neutral,2020
80191,8/31/2020,Negative,2020
80192,8/31/2020,Positive,2020
80193,8/31/2020,Neutral,2020
80194,8/31/2020,Negative,2020
80195,8/31/2020,Positive,2020
80196,8/31/2020,Positive,2020
80197,8/31/2020,Positive,2020
80198,8/31/2020,Positive,2020
80199,8/31/2020,Neutral,2020
81001,8/31/2020,Positive,2020
81002,8/31/2020,Positive,2020
81003,8/31/2020,Positive,2020
81004,8/31/2020,Positive,2020
81005,8/31/2020,Negative,2020
81006,8/31/2020,Neutral,2020
81007,8/31/2020,Positive,2020
81008,8/31/2020,Positive,2020
81009,8/31/2020,Negative,2020
81010,8/31/2020,Positive,2020
81011,8/31/2020,Positive,2020
81012,8/31/2020,Negative,2020
81013,8/31/2020,Positive,2020
81014,8/31/2020,Positive,2020
81015,8/31/2020,Positive,2020
81016,8/31/2020,Neutral,2020
81017,8/31/2020,Positive,2020
81018,8/31/2020,Positive,2020
81019,8/31/2020,Positive,2020
81020,8/31/2020,Negative,2020
81021,8/31/2020,Positive,2020
81022,8/31/2020,Positive,2020
81023,8/31/2020,Positive,2020
81024,8/31/2020,Positive,2020
81025,8/31/2020,Neutral,2020
81026,8/31/2020,Positive,2020
81027,8/31/2020,Neutral,2020
81028,8/31/2020,Positive,2020
81029,8/31/2020,Negative,2020
81030,8/31/2020,Positive,2020
81031,8/31/2020,Positive,2020
81032,8/31/2020,Neutral,2020
81033,8/31/2020,Positive,2020
81034,8/31/2020,Positive,2020
81035,8/31/2020,Positive,2020
81036,8/31/2020,Negative,2020
81037,8/31/2020,Negative,2020
81038,8/31/2020,Positive,2020
81039,8/31/2020,Positive,2020
81040,8/31/2020,Positive,2020
81041,8/31/2020,Positive,2020
81042,8/31/2020,Neutral,2020
81043,8/31/2020,Positive,2020
81044,8/31/2020,Positive,2020
81045,8/31/2020,Positive,2020
81046,8/31/2020,Negative,2020
81047,8/31/2020,Negative,2020
81048,8/31/2020,Positive,2020
81049,8/31/2020,Positive,2020
80101,9/30/2020,Positive,2020
80102,9/30/2020,Positive,2020
80103,9/30/2020,Positive,2020
80104,9/30/2020,Positive,2020
80105,9/30/2020,Positive,2020
80106,9/30/2020,Negative,2020
80107,9/30/2020,Negative,2020
80108,9/30/2020,Neutral,2020
80109,9/30/2020,Neutral,2020
80110,9/30/2020,Positive,2020
80111,9/30/2020,Positive,2020
80112,9/30/2020,Neutral,2020
80113,9/30/2020,Neutral,2020
80114,9/30/2020,Negative,2020
80115,9/30/2020,Negative,2020
80116,9/30/2020,Negative,2020
80117,9/30/2020,Negative,2020
80118,9/30/2020,Negative,2020
80119,9/30/2020,Positive,2020
80120,9/30/2020,Positive,2020
80121,9/30/2020,Positive,2020
80122,9/30/2020,Negative,2020
80123,9/30/2020,Neutral,2020
80124,9/30/2020,Positive,2020
80125,9/30/2020,Neutral,2020
80126,9/30/2020,Positive,2020
80127,9/30/2020,Positive,2020
80128,9/30/2020,Neutral,2020
80129,9/30/2020,Positive,2020
80130,9/30/2020,Negative,2020
80131,9/30/2020,Neutral,2020
80132,9/30/2020,Positive,2020
80133,9/30/2020,Negative,2020
80134,9/30/2020,Positive,2020
80135,9/30/2020,Neutral,2020
80136,9/30/2020,Neutral,2020
80137,9/30/2020,Positive,2020
80138,9/30/2020,Positive,2020
80139,9/30/2020,Neutral,2020
80140,9/30/2020,Neutral,2020
80141,9/30/2020,Positive,2020
80142,9/30/2020,Positive,2020
80143,9/30/2020,Neutral,2020
80144,9/30/2020,Positive,2020
80145,9/30/2020,Positive,2020
80146,9/30/2020,Neutral,2020
80147,9/30/2020,Positive,2020
80148,9/30/2020,Positive,2020
80149,9/30/2020,Negative,2020
80150,9/30/2020,Neutral,2020
80151,9/30/2020,Positive,2020
80152,9/30/2020,Positive,2020
80153,9/30/2020,Positive,2020
80154,9/30/2020,Negative,2020
80155,9/30/2020,Positive,2020
80156,9/30/2020,Negative,2020
80157,9/30/2020,Neutral,2020
80158,9/30/2020,Negative,2020
80159,9/30/2020,Positive,2020
80160,9/30/2020,Positive,2020
80161,9/30/2020,Neutral,2020
80162,9/30/2020,Negative,2020
80163,9/30/2020,Neutral,2020
80164,9/30/2020,Positive,2020
80165,9/30/2020,Positive,2020
80166,9/30/2020,Positive,2020
80167,9/30/2020,Positive,2020
80168,9/30/2020,Positive,2020
80169,9/30/2020,Positive,2020
80170,9/30/2020,Positive,2020
80171,9/30/2020,Positive,2020
80172,9/30/2020,Positive,2020
80173,9/30/2020,Positive,2020
80174,9/30/2020,Neutral,2020
80175,9/30/2020,Positive,2020
80176,9/30/2020,Positive,2020
80177,9/30/2020,Negative,2020
80178,9/30/2020,Positive,2020
80179,9/30/2020,Positive,2020
80180,9/30/2020,Positive,2020
80181,9/30/2020,Positive,2020
80182,9/30/2020,Positive,2020
80183,9/30/2020,Positive,2020
80184,9/30/2020,Negative,2020
80185,9/30/2020,Negative,2020
80186,9/30/2020,Neutral,2020
80187,9/30/2020,Negative,2020
80188,9/30/2020,Positive,2020
80189,9/30/2020,Neutral,2020
80190,9/30/2020,Neutral,2020
80191,9/30/2020,Negative,2020
80192,9/30/2020,Positive,2020
80193,9/30/2020,Neutral,2020
80194,9/30/2020,Positive,2020
80195,9/30/2020,Positive,2020
80196,9/30/2020,Positive,2020
80197,9/30/2020,Positive,2020
80198,9/30/2020,Negative,2020
80199,9/30/2020,Positive,2020
81001,9/30/2020,Neutral,2020
81002,9/30/2020,Positive,2020
81003,9/30/2020,Positive,2020
81004,9/30/2020,Positive,2020
81005,9/30/2020,Positive,2020
81006,9/30/2020,Positive,2020
81007,9/30/2020,Negative,2020
81008,9/30/2020,Neutral,2020
81009,9/30/2020,Positive,2020
81010,9/30/2020,Neutral,2020
81011,9/30/2020,Positive,2020
81012,9/30/2020,Positive,2020
81013,9/30/2020,Positive,2020
81014,9/30/2020,Negative,2020
81015,9/30/2020,Positive,2020
81016,9/30/2020,Negative,2020
81017,9/30/2020,Positive,2020
81018,9/30/2020,Positive,2020
81019,9/30/2020,Negative,2020
81020,9/30/2020,Negative,2020
81021,9/30/2020,Positive,2020
81022,9/30/2020,Positive,2020
81023,9/30/2020,Negative,2020
81024,9/30/2020,Negative,2020
81025,9/30/2020,Positive,2020
81026,9/30/2020,Negative,2020
81027,9/30/2020,Neutral,2020
81028,9/30/2020,Positive,2020
81029,9/30/2020,Positive,2020
81030,9/30/2020,Positive,2020
81031,9/30/2020,Positive,2020
81032,9/30/2020,Positive,2020
81033,9/30/2020,Positive,2020
81034,9/30/2020,Neutral,2020
81035,9/30/2020,Negative,2020
81036,9/30/2020,Positive,2020
81037,9/30/2020,Negative,2020
81038,9/30/2020,Positive,2020
81039,9/30/2020,Negative,2020
81040,9/30/2020,Positive,2020
81041,9/30/2020,Positive,2020
81042,9/30/2020,Positive,2020
81043,9/30/2020,Positive,2020
81044,9/30/2020,Positive,2020
81045,9/30/2020,Neutral,2020
81046,9/30/2020,Negative,2020
81047,9/30/2020,Positive,2020
81048,9/30/2020,Negative,2020
81049,9/30/2020,Positive,2020
80101,10/31/2020,Positive,2020
80102,10/31/2020,Neutral,2020
80103,10/31/2020,Positive,2020
80104,10/31/2020,Positive,2020
80105,10/31/2020,Positive,2020
80106,10/31/2020,Positive,2020
80107,10/31/2020,Positive,2020
80108,10/31/2020,Positive,2020
80109,10/31/2020,Neutral,2020
80110,10/31/2020,Positive,2020
80111,10/31/2020,Neutral,2020
80112,10/31/2020,Positive,2020
80113,10/31/2020,Negative,2020
80114,10/31/2020,Negative,2020
80115,10/31/2020,Negative,2020
80116,10/31/2020,Positive,2020
80117,10/31/2020,Positive,2020
80118,10/31/2020,Positive,2020
80119,10/31/2020,Positive,2020
80120,10/31/2020,Positive,2020
80121,10/31/2020,Negative,2020
80122,10/31/2020,Negative,2020
80123,10/31/2020,Positive,2020
80124,10/31/2020,Neutral,2020
80125,10/31/2020,Positive,2020
80126,10/31/2020,Negative,2020
80127,10/31/2020,Positive,2020
80128,10/31/2020,Negative,2020
80129,10/31/2020,Positive,2020
80130,10/31/2020,Positive,2020
80131,10/31/2020,Positive,2020
80132,10/31/2020,Positive,2020
80133,10/31/2020,Negative,2020
80134,10/31/2020,Positive,2020
80135,10/31/2020,Positive,2020
80136,10/31/2020,Neutral,2020
80137,10/31/2020,Positive,2020
80138,10/31/2020,Negative,2020
80139,10/31/2020,Positive,2020
80140,10/31/2020,Positive,2020
80141,10/31/2020,Negative,2020
80142,10/31/2020,Positive,2020
80143,10/31/2020,Positive,2020
80144,10/31/2020,Positive,2020
80145,10/31/2020,Positive,2020
80146,10/31/2020,Positive,2020
80147,10/31/2020,Positive,2020
80148,10/31/2020,Positive,2020
80149,10/31/2020,Positive,2020
80150,10/31/2020,Neutral,2020
80151,10/31/2020,Positive,2020
80152,10/31/2020,Neutral,2020
80153,10/31/2020,Positive,2020
80154,10/31/2020,Positive,2020
80155,10/31/2020,Negative,2020
80156,10/31/2020,Positive,2020
80157,10/31/2020,Negative,2020
80158,10/31/2020,Positive,2020
80159,10/31/2020,Positive,2020
80160,10/31/2020,Positive,2020
80161,10/31/2020,Neutral,2020
80162,10/31/2020,Neutral,2020
80163,10/31/2020,Neutral,2020
80164,10/31/2020,Positive,2020
80165,10/31/2020,Positive,2020
80166,10/31/2020,Positive,2020
80167,10/31/2020,Positive,2020
80168,10/31/2020,Positive,2020
80169,10/31/2020,Neutral,2020
80170,10/31/2020,Negative,2020
80171,10/31/2020,Neutral,2020
80172,10/31/2020,Positive,2020
80173,10/31/2020,Positive,2020
80174,10/31/2020,Negative,2020
80175,10/31/2020,Negative,2020
80176,10/31/2020,Positive,2020
80177,10/31/2020,Positive,2020
80178,10/31/2020,Positive,2020
80179,10/31/2020,Neutral,2020
80180,10/31/2020,Positive,2020
80181,10/31/2020,Negative,2020
80182,10/31/2020,Neutral,2020
80183,10/31/2020,Positive,2020
80184,10/31/2020,Positive,2020
80185,10/31/2020,Negative,2020
80186,10/31/2020,Positive,2020
80187,10/31/2020,Positive,2020
80188,10/31/2020,Positive,2020
80189,10/31/2020,Positive,2020
80190,10/31/2020,Neutral,2020
80191,10/31/2020,Negative,2020
80192,10/31/2020,Positive,2020
80193,10/31/2020,Negative,2020
80194,10/31/2020,Positive,2020
80195,10/31/2020,Negative,2020
80196,10/31/2020,Negative,2020
80197,10/31/2020,Negative,2020
80198,10/31/2020,Neutral,2020
80199,10/31/2020,Neutral,2020
81001,10/31/2020,Positive,2020
81002,10/31/2020,Positive,2020
81003,10/31/2020,Positive,2020
81004,10/31/2020,Positive,2020
81005,10/31/2020,Neutral,2020
81006,10/31/2020,Positive,2020
81007,10/31/2020,Positive,2020
81008,10/31/2020,Negative,2020
81009,10/31/2020,Positive,2020
81010,10/31/2020,Negative,2020
81011,10/31/2020,Positive,2020
81012,10/31/2020,Positive,2020
81013,10/31/2020,Negative,2020
81014,10/31/2020,Positive,2020
81015,10/31/2020,Positive,2020
81016,10/31/2020,Positive,2020
81017,10/31/2020,Positive,2020
81018,10/31/2020,Positive,2020
81019,10/31/2020,Positive,2020
81020,10/31/2020,Neutral,2020
81021,10/31/2020,Negative,2020
81022,10/31/2020,Positive,2020
81023,10/31/2020,Positive,2020
81024,10/31/2020,Positive,2020
81025,10/31/2020,Positive,2020
81026,10/31/2020,Positive,2020
81027,10/31/2020,Positive,2020
81028,10/31/2020,Neutral,2020
81029,10/31/2020,Positive,2020
81030,10/31/2020,Positive,2020
81031,10/31/2020,Neutral,2020
81032,10/31/2020,Positive,2020
81033,10/31/2020,Positive,2020
81034,10/31/2020,Positive,2020
81035,10/31/2020,Positive,2020
81036,10/31/2020,Negative,2020
81037,10/31/2020,Positive,2020
81038,10/31/2020,Negative,2020
81039,10/31/2020,Positive,2020
81040,10/31/2020,Positive,2020
81041,10/31/2020,Negative,2020
81042,10/31/2020,Positive,2020
81043,10/31/2020,Positive,2020
81044,10/31/2020,Neutral,2020
81045,10/31/2020,Positive,2020
81046,10/31/2020,Positive,2020
81047,10/31/2020,Negative,2020
81048,10/31/2020,Positive,2020
81049,10/31/2020,Positive,2020
80101,11/30/2020,Positive,2020
80102,11/30/2020,Positive,2020
80103,11/30/2020,Positive,2020
80104,11/30/2020,Neutral,2020
80105,11/30/2020,Negative,2020
80106,11/30/2020,Negative,2020
80107,11/30/2020,Neutral,2020
80108,11/30/2020,Negative,2020
80109,11/30/2020,Positive,2020
80110,11/30/2020,Negative,2020
80111,11/30/2020,Neutral,2020
80112,11/30/2020,Positive,2020
80113,11/30/2020,Positive,2020
80114,11/30/2020,Positive,2020
80115,11/30/2020,Positive,2020
80116,11/30/2020,Positive,2020
80117,11/30/2020,Negative,2020
80118,11/30/2020,Positive,2020
80119,11/30/2020,Neutral,2020
80120,11/30/2020,Positive,2020
80121,11/30/2020,Neutral,2020
80122,11/30/2020,Positive,2020
80123,11/30/2020,Positive,2020
80124,11/30/2020,Negative,2020
80125,11/30/2020,Positive,2020
80126,11/30/2020,Positive,2020
80127,11/30/2020,Negative,2020
80128,11/30/2020,Negative,2020
80129,11/30/2020,Neutral,2020
80130,11/30/2020,Positive,2020
80131,11/30/2020,Positive,2020
80132,11/30/2020,Negative,2020
80133,11/30/2020,Positive,2020
80134,11/30/2020,Negative,2020
80135,11/30/2020,Negative,2020
80136,11/30/2020,Positive,2020
80137,11/30/2020,Positive,2020
80138,11/30/2020,Positive,2020
80139,11/30/2020,Positive,2020
80140,11/30/2020,Neutral,2020
80141,11/30/2020,Positive,2020
80142,11/30/2020,Positive,2020
80143,11/30/2020,Neutral,2020
80144,11/30/2020,Positive,2020
80145,11/30/2020,Positive,2020
80146,11/30/2020,Negative,2020
80147,11/30/2020,Neutral,2020
80148,11/30/2020,Positive,2020
80149,11/30/2020,Positive,2020
80150,11/30/2020,Positive,2020
80151,11/30/2020,Negative,2020
80152,11/30/2020,Positive,2020
80153,11/30/2020,Positive,2020
80154,11/30/2020,Positive,2020
80155,11/30/2020,Negative,2020
80156,11/30/2020,Neutral,2020
80157,11/30/2020,Positive,2020
80158,11/30/2020,Positive,2020
80159,11/30/2020,Positive,2020
80160,11/30/2020,Positive,2020
80161,11/30/2020,Positive,2020
80162,11/30/2020,Neutral,2020
80163,11/30/2020,Positive,2020
80164,11/30/2020,Negative,2020
80165,11/30/2020,Positive,2020
80166,11/30/2020,Negative,2020
80167,11/30/2020,Positive,2020
80168,11/30/2020,Neutral,2020
80169,11/30/2020,Positive,2020
80170,11/30/2020,Positive,2020
80171,11/30/2020,Neutral,2020
80172,11/30/2020,Negative,2020
80173,11/30/2020,Negative,2020
80174,11/30/2020,Positive,2020
80175,11/30/2020,Negative,2020
80176,11/30/2020,Positive,2020
80177,11/30/2020,Negative,2020
80178,11/30/2020,Positive,2020
80179,11/30/2020,Negative,2020
80180,11/30/2020,Positive,2020
80181,11/30/2020,Positive,2020
80182,11/30/2020,Negative,2020
80183,11/30/2020,Neutral,2020
80184,11/30/2020,Positive,2020
80185,11/30/2020,Negative,2020
